https://short.58.com/zd_p/31df2734-2ecd-4ae6-a4a8-f8c7ce536efe/?target=eh-16-xgk_femobwv_54005822955924q-feykn&end=end&product=zhiding,滨江-彩虹城,彩虹城,临街门面  1层,临街门面  1层,550㎡,9.9万/月,日租金 6元/㎡/天
https://short.58.com/zd_p/84f9266e-e243-4c41-9d55-4e577a26fe90/?target=eh-16-xgk_femobwv_57179060652616q-feykn&end=end&product=zhiding,滨江-西兴,浙江省杭州市滨江区滨安路126,社区底商  1层,社区底商  1层,220㎡,2.5万/月,日租金 3.79元/㎡/天
https://short.58.com/zd_p/b1697717-09b0-4de4-9efc-e5d35b462ba7/?target=eh-16-xgk_femobwv_57139900597360q-feykn&end=end&product=zhiding,滨江-区政府,星光大道步行街,临街门面  1层,临街门面  1层,820㎡,6.27万/月,日租金 2.55元/㎡/天
https://short.58.com/zd_p/98faddb9-82a5-478e-891c-771dc94947db/?target=eh-16-xgk_femobwv_57180808002421q-feykn&end=end&product=zhiding,滨江-西兴,绿城明月江南,商业街商铺,商业街商铺,900㎡,9.45万/月,日租金 3.5元/㎡/天
https://short.58.com/zd_p/1f8b10c9-dc41-4960-8ea0-f02946f2c98b/?target=eh-16-xgk_femobwv_57180676370661q-feykn&end=end&product=zhiding,滨江-区政府,寰宇天下商务中心,商业街商铺  1层,商业街商铺  1层,117.5㎡,2.4万/月,日租金 6.8元/㎡/天
https://short.58.com/zd_p/40cf4f0b-2476-4c88-8b5f-c40ee73a4c9f/?target=eh-16-xgk_femobwv_57157323526373q-feykn&end=end&product=zhiding,滨江-区政府,浙江省杭州江南实验学校,社区底商  1-2层,社区底商  1-2层,500㎡,5万/月,日租金 3.33元/㎡/天
https://short.58.com/zd_p/8bc24bf9-4cd7-4f74-9af0-3a4d831b58d2/?target=eh-16-xgk_femobwv_57186754639479q-feykn&end=end&product=zhiding,滨江-滨江周边,江陵路,社区底商  1层,社区底商  1层,60㎡,1.17万/月,日租金 6.5元/㎡/天
https://short.58.com/zd_p/46d74dcc-4cbe-494a-a122-ceb0cf2acaa1/?target=eh-16-xgk_femobwv_57568101159316q-feykn&end=end&product=zhiding,滨江-区政府,和仁科技大厦,写字楼配套  1-2层,写字楼配套  1-2层,10㎡,300元/月,日租金 1元/㎡/天
https://short.58.com/zd_p/c86eca74-b07b-433a-ad19-f6ccd3443f87/?target=eh-16-xgk_femobwv_57179370595698q-feykn&end=end&product=zhiding,滨江-区政府,滨江区政府,临街门面  1层,临街门面  1层,836㎡,6.4万/月,日租金 2.55元/㎡/天
https://short.58.com/zd_p/d5abc4a5-7329-4d62-9bb7-0e7b872ef509/?target=eh-16-xgk_femobwv_57576039610859q-feykn&end=end&product=zhiding,滨江-浦沿,浙江省杭州市滨江区南环路4280号,写字楼配套  1层,写字楼配套  1层,400㎡,1.8万/月,日租金 1.5元/㎡/天
https://short.58.com/zd_p/7e9c29b8-d16c-4db3-a635-c808435dff69/?target=eh-16-xgk_femobwv_57382642120344q-feykn&end=end&product=zhiding,滨江-长河,浙江省杭州市滨江区滨康路423号,商业街商铺,商业街商铺,15000㎡,面议,
https://short.58.com/zd_p/9387eeac-79a7-41ac-85d2-f66f72dd9da7/?target=eh-16-xgk_femobwv_57175822220550q-feykn&end=end&product=zhiding,滨江-区政府,滨江区政府,临街门面  1层,临街门面  1层,816㎡,6.24万/月,日租金 2.55元/㎡/天
https://short.58.com/zd_p/e22cba20-a24e-4624-9cb4-9952b1fa1ddd/?target=eh-16-xgk_femobwv_57186254874579q-feykn&end=end&product=zhiding,滨江-彩虹城,杭州滨江宝龙城(滨江店),商业街商铺  2层,商业街商铺  2层,62㎡,1.19万/月,日租金 6.4元/㎡/天
https://short.58.com/zd_p/de01b886-c95d-4bd5-a956-649adb04231d/?target=eh-16-xgk_femobwv_57368711808075q-feykn&end=end&product=zhiding,滨江-长河,浙江省杭州市滨江区长江路9号,临街门面  1层,临街门面  1层,63.77㎡,1.38万/月,日租金 7.21元/㎡/天
https://short.58.com/zd_p/e151d870-016c-45cd-ba9c-fee9ba25cc45/?target=eh-16-xgk_femobwv_57136279780091q-feykn&end=end&product=zhiding,滨江-区政府,中赢·康康谷,商业街商铺  1层,商业街商铺  1层,298㎡,6.26万/月,日租金 7元/㎡/天
https://short.58.com/zd_p/d94e1a4a-1911-439f-8eb2-0fd2904c0560/?target=eh-16-xgk_femobwv_54041525779395q-feykn&end=end&product=zhiding,滨江-区政府,月明路,商业街商铺  1-2层,商业街商铺  1-2层,400㎡,3.34万/月,日租金 2.78元/㎡/天
https://short.58.com/zd_p/67f3af06-9a7e-48d7-aacf-6f5351f99652/?target=eh-16-xgk_femobwv_57894589684375q-feykn&end=end&product=zhiding,滨江-长河,浙江省杭州市滨江区网商路,档口摊位  1层,档口摊位  1层,20㎡,5000元/月,日租金 8.33元/㎡/天
https://short.58.com/zd_p/df0cd35a-a2a1-4fb5-a784-7c3aa635bd8f/?target=eh-16-xgk_femobwv_54153670313008q-feykn&end=end&product=zhiding,滨江-浦沿,积家5号,社区底商  1层,社区底商  1层,82.68㎡,1.29万/月,日租金 5.2元/㎡/天
https://short.58.com/zd_p/9422e6ea-d45c-48d6-8b8f-9a8a568597fb/?target=eh-16-xgk_femobwv_57524266891813q-feykn&end=end&product=zhiding,滨江-西兴,丹枫路/扬帆路(路口),临街门面  1层,临街门面  1层,1000㎡,11.1万/月,日租金 3.7元/㎡/天
https://hz.58.com/shangpu/41461846523429x.shtml?legourl=//legoclick.58.com/jump?target=szqCXB3draOWUvYf0v66UhIkIitYnHEvnH9YPWNzn1Ezrg980v6YUykKuaYkrHDYnjNLmBYvPAczsHw-ujEVmHTLnadBPWT1uj7hrAc1rjEKP1bLnH0dn1Tdn1bdrTDKnHn3PHTLPjmLnjmzPH9knEDQrjEknTDQrjEknTDQsjDdTHDkPzkQn1TQTHDdrjEdrj0dnj03n19KnE7AEzdEEzL--mUb8Fo-Msjb8Jxb8sf-BFxCCpWGCUg--mUGbeCfOOixOCi5lsv_l2lGTHDKnEDKsHDKTHDzn19zrHc3rjmdnj93n1TLnWTKP97kmgF6UgnznjnlnEDQTH0LnANknhPhsyDvnjnVPjK-nzdBPWcQsHTvm1RWPjc3nAmznEDQnWn3nWbzrj9vPWbLPHN3njDvTHDzn19zrHc3rjmvn1EvPjnYPHmKTEDKTEDVTEDKpZwY0ZnlszqCXB3draOWUvYfmh-8ph-6Uh0f0v66UhIkIyPlsLK8nitKuH9L0-G_PgbYIbYfXjnonD6JpgKKukDYnz3znW08nHnvsWDdP9DVnEDkTEDQsjDdTgVqTHDknjnYTHDknjDdnHEKP1-BPvmkmynVuhubnzYYuhE1sH9kPAcVnW--PhNzPhPBujmkTEDkTEDKnTDQnj0_nHnknikzrHbOTHcKrHT3nW0vmhnQmycYmWRhnT&referinfo=true&utm_source=&spm=&product=jingxuan,滨江-浦沿,杭州滨江宝龙城(滨江店),临街门面 1层,临街门面 1层,220㎡,2.5万/月,日租金 3.79元/㎡/天
